"台帳ID","管理対象ID","名称","棟名","文化財種類","種別1","種別2","国","時代","重文指定年月日","国宝指定年月日","都道府県","所在地","保管施設の名称","所有者名","管理団体又は責任者","緯度","経度"
"102","00004460","旧吉田家住宅（千葉県柏市花野井）","向蔵","国宝・重要文化財（建造物）","重要文化財","近世以前／民家","","江戸末期","20101224","","千葉県","千葉県柏市花野井字原974番1","","柏市","","35.89599513000000","139.97434710000000"
"102","00004459","旧吉田家住宅（千葉県柏市花野井）","長屋門","国宝・重要文化財（建造物）","重要文化財","近世以前／民家","","江戸末期","20101224","","千葉県","千葉県柏市花野井字原974番1","","柏市","","35.89607508000000","139.97455697000000"
"102","00004462","旧吉田家住宅（千葉県柏市花野井）","道具蔵","国宝・重要文化財（建造物）","重要文化財","近世以前／民家","","江戸末期","20101224","","千葉県","千葉県柏市花野井字原974番1","","柏市","","35.89618251000000","139.97469938000000"
"102","00004463","旧吉田家住宅（千葉県柏市花野井）","西門","国宝・重要文化財（建造物）","重要文化財","近世以前／民家","","江戸末期","20101224","","千葉県","千葉県柏市花野井字原974番1","","柏市","","35.89619500000000","139.97407977000000"
"102","00004461","旧吉田家住宅（千葉県柏市花野井）","新蔵","国宝・重要文化財（建造物）","重要文化財","近世以前／民家","","江戸末期","20101224","","千葉県","千葉県柏市花野井字原974番1","","柏市","","35.89623748000000","139.97448202000000"
"102","00004456","旧吉田家住宅（千葉県柏市花野井）","主屋","国宝・重要文化財（建造物）","重要文化財","近世以前／民家","","江戸末期","20101224","","千葉県","千葉県柏市花野井字原974番1","","柏市","","35.89630493000000","139.97407977000000"
"102","00004457","旧吉田家住宅（千葉県柏市花野井）","書院","国宝・重要文化財（建造物）","重要文化財","近世以前／民家","","江戸末期","20101224","","千葉県","千葉県柏市花野井字原974番1","","柏市","","35.89641736000000","139.97429214000000"
"102","00004458","旧吉田家住宅（千葉県柏市花野井）","新座敷","国宝・重要文化財（建造物）","重要文化財","近世以前／民家","","江戸末期","20101224","","千葉県","千葉県柏市花野井字原974番1","","柏市","","35.89646233000000","139.97410226000000"
"102","482","西願寺阿弥陀堂","","国宝・重要文化財（建造物）","重要文化財","近世以前／寺院","","室町後期","19160524","","千葉県","千葉県市原市平蔵","","西願寺","","35.34159816000000","140.20392184000000"
"102","476","新勝寺","仁王門","国宝・重要文化財（建造物）","重要文化財","近世以前／寺院","","江戸末期","19800531","","千葉県","千葉県成田市成田","","新勝寺","","35.78509738000000","140.31816149000000"
"102","475","新勝寺","三重塔","国宝・重要文化財（建造物）","重要文化財","近世以前／寺院","","江戸中期","19800531","","千葉県","千葉県成田市成田","","新勝寺","","35.78559334000000","140.31854103000000"
"102","474","新勝寺","釈迦堂","国宝・重要文化財（建造物）","重要文化財","近世以前／寺院","","江戸末期","19800531","","千葉県","千葉県成田市成田","","新勝寺","","35.78641300000000","140.31717403000000"
"102","477","新勝寺","額堂","国宝・重要文化財（建造物）","重要文化財","近世以前／寺院","","江戸末期","19800531","","千葉県","千葉県成田市成田","","新勝寺","","35.78691648000000","140.31825818000000"
"102","473","新勝寺","光明堂","国宝・重要文化財（建造物）","重要文化財","近世以前／寺院","","江戸中期","19800531","","千葉県","千葉県成田市成田","","新勝寺","","35.78706409000000","140.31855303000000"
"102","485","神野寺表門","","国宝・重要文化財（建造物）","重要文化財","近世以前／寺院","","室町後期","19160524","","千葉県","千葉県君津市鹿野山","","神野寺","","35.25429680000000","139.96335513000000"
"102","487","泉福寺薬師堂","","国宝・重要文化財（建造物）","重要文化財","近世以前／寺院","","室町後期","19770627","","千葉県","千葉県印西市岩戸","","泉福寺","","35.76546408000000","140.17046030000000"
"102","494","大聖寺不動堂","","国宝・重要文化財（建造物）","重要文化財","近世以前／寺院","","室町後期","19160524","","千葉県","千葉県いすみ市井大原","","大聖寺","","35.24841555000000","140.40025414000000"
"102","488","滝田家住宅（千葉県印旛郡白井町）","","国宝・重要文化財（建造物）","重要文化財","近世以前／民家","","江戸中期","19690620","","千葉県","千葉県白井市平塚503番地","","","","35.82711850000000","140.08715839000000"
"102","00004032","旧徳川家松戸戸定邸","表座敷棟","国宝・重要文化財（建造物）","重要文化財","近代／住居","","明治","20060705","","千葉県","千葉県松戸市松戸642番地1","","松戸市","","35.77759397000000","139.89890659000000"
"102","00004039","旧徳川家松戸戸定邸","内蔵","国宝・重要文化財（建造物）","重要文化財","近代／住居","","明治","20060705","","千葉県","千葉県松戸市松戸642番地1","","松戸市","","35.77761063000000","139.89907554000000"
"102","00004036","旧徳川家松戸戸定邸","玄関棟","国宝・重要文化財（建造物）","重要文化財","近代／住居","","明治","20060705","","千葉県","千葉県松戸市松戸642番地1","","松戸市","","35.77763918000000","139.89912788000000"
"102","00004033","旧徳川家松戸戸定邸","中座敷棟","国宝・重要文化財（建造物）","重要文化財","近代／住居","","明治","20060705","","千葉県","千葉県松戸市松戸642番地1","","松戸市","","35.77770105000000","139.89893039000000"
"102","00004034","旧徳川家松戸戸定邸","奥座敷棟","国宝・重要文化財（建造物）","重要文化財","近代／住居","","明治","20060705","","千葉県","千葉県松戸市松戸642番地1","","松戸市","","35.77773674000000","139.89887566000000"
"102","00004035","旧徳川家松戸戸定邸","離座敷棟","国宝・重要文化財（建造物）","重要文化財","近代／住居","","明治","20060705","","千葉県","千葉県松戸市松戸642番地1","","松戸市","","35.77784858000000","139.89884949000000"
"102","468","旧花野井家住宅（旧所在　千葉県流山市前ケ崎）","","国宝・重要文化財（建造物）","重要文化財","近世以前／民家","","江戸中期","19690620","","千葉県","千葉県野田市清水馬作902番地","","野田市","","35.95664022000000","139.85354077000000"
"102","481","飯高寺","総門","国宝・重要文化財（建造物）","重要文化財","近世以前／寺院","","江戸中期","19800531","","千葉県","千葉県匝瑳市飯高","","飯高寺","","35.74244365000000","140.52851855000000"
"102","480","飯高寺","鼓楼","国宝・重要文化財（建造物）","重要文化財","近世以前／寺院","","江戸中期","19800531","","千葉県","千葉県匝瑳市飯高","","飯高寺","","35.74406363000000","140.52927011000000"
"102","479","飯高寺","鐘楼","国宝・重要文化財（建造物）","重要文化財","近世以前／寺院","","江戸前期","19800531","","千葉県","千葉県匝瑳市飯高","","飯高寺","","35.74431417000000","140.52903550000000"
"102","478","飯高寺","講堂","国宝・重要文化財（建造物）","重要文化財","近世以前／寺院","","江戸前期","19800531","","千葉県","千葉県匝瑳市飯高","","飯高寺","","35.74441570000000","140.52929417000000"
"102","486","宝珠院観音堂","","国宝・重要文化財（建造物）","重要文化財","近世以前／寺院","","室町後期","19340130","","千葉県","千葉県印西市小倉三門口","","宝珠院","","35.81573058000000","140.11516215000000"
"102","483","鳳来寺観音堂","","国宝・重要文化財（建造物）","重要文化財","近世以前／寺院","","室町後期","19311214","","千葉県","千葉県市原市吉沢","","鳳来寺","","35.33721296000000","140.18962337000000"
"102","464","法華経寺五重塔","","国宝・重要文化財（建造物）","重要文化財","近世以前／寺院","","江戸前期","19160524","","千葉県","千葉県市川市中山町","","法華教寺","","35.72001319000000","139.94880355000000"
"102","466","法華経寺四足門","","国宝・重要文化財（建造物）","重要文化財","近世以前／寺院","","室町後期","19160524","","千葉県","千葉県市川市中山町","","法華教寺","","35.72047474000000","139.94794333000000"
"102","467","法華経寺祖師堂","","国宝・重要文化財（建造物）","重要文化財","近世以前／寺院","","江戸中期","19850518","","千葉県","千葉県市川市中山町","","法華教寺","","35.72031169000000","139.94820058000000"
"102","465","法華経寺法華堂","","国宝・重要文化財（建造物）","重要文化財","近世以前／寺院","","室町後期","19160524","","千葉県","千葉県市川市中山町","","法華教寺","","35.72057739000000","139.94786241000000"
"102","00004040","旧堀田家住宅","座敷棟","国宝・重要文化財（建造物）","重要文化財","近代／住居","","明治","20060705","","千葉県","千葉県佐倉市鏑木町字諏訪尾余274番地","","佐倉市","","35.71392521000000","140.23591100000000"
"102","00004044","旧堀田家住宅","湯殿","国宝・重要文化財（建造物）","重要文化財","近代／住居","","明治","20060705","","千葉県","千葉県佐倉市鏑木町字諏訪尾余274番地","","佐倉市","","35.71395867000000","140.23614077000000"
"102","00004043","旧堀田家住宅","玄関棟","国宝・重要文化財（建造物）","重要文化財","近代／住居","","明治","20060705","","千葉県","千葉県佐倉市鏑木町字諏訪尾余274番地","","佐倉市","","35.71401765000000","140.23605978000000"
"102","00004041","旧堀田家住宅","居間棟","国宝・重要文化財（建造物）","重要文化財","近代／住居","","明治","20060705","","千葉県","千葉県佐倉市鏑木町字諏訪尾余274番地","","佐倉市","","35.71409424000000","140.23576927000000"
"102","00004046","旧堀田家住宅","土蔵","国宝・重要文化財（建造物）","重要文化財","近代／住居","","明治","20060705","","千葉県","千葉県佐倉市鏑木町字諏訪尾余274番地","","佐倉市","","35.71419597000000","140.23642493000000"
"102","00004045","旧堀田家住宅","門番所","国宝・重要文化財（建造物）","重要文化財","近代／住居","","明治","20060705","","千葉県","千葉県佐倉市鏑木町字諏訪尾余274番地","","佐倉市","","35.71436186000000","140.23618391000000"
"102","471","旧御子神家住宅（旧所在　千葉県安房郡丸山町）","","国宝・重要文化財（建造物）","重要文化財","近世以前／民家","","江戸後期","19690620","","千葉県","千葉県成田市大竹字申内1451番地千葉県立房総のむら構内","","千葉県","","35.82155683000000","140.27336522000000"
"102","490","竜正院仁王門","","国宝・重要文化財（建造物）","重要文化財","近世以前／寺院","","室町後期","19160524","","千葉県","千葉県成田市下総町滑川","","竜正院","","35.86667230000000","140.34164811000000"
"102","493","渡辺家住宅（千葉県夷隅郡大多喜町）","","国宝・重要文化財（建造物）","重要文化財","近世以前／民家","","江戸末期","19690620","","千葉県","千葉県夷隈郡大多喜町久保126番地","","","","35.28701777000000","140.24611682000000"
